,attack_start,attack_stop,attack_time,end_sample,freesound_id,id,loudness,mfcc_0,mfcc_1,mfcc_10,mfcc_11,mfcc_12,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,path,spec_centroid,start_sample,zero_crossing
0,4.535147309070453e-05,0.027959182858467102,-1.5541805028915405,8192,,None_f0,0.00830565243959427,-669.507568359375,85.32199096679688,-8.762382507324219,4.2494354248046875,-10.73513412475586,-11.203235626220703,106.43928527832031,4.044269561767578,31.914342880249023,4.742237091064453,17.500085830688477,-0.3283195495605469,4.612964630126953,194817__csum__amen-break-mashed-164bpm.wav,950.9962158203125,512,0.05624999850988388
1,4.535147309070453e-05,0.027959182858467102,-1.5541805028915405,8192,,None_f0,0.00830565243959427,-669.507568359375,85.32199096679688,-8.762382507324219,4.2494354248046875,-10.73513412475586,-11.203235626220703,106.43928527832031,4.044269561767578,31.914342880249023,4.742237091064453,17.500085830688477,-0.3283195495605469,4.612964630126953,194817__csum__amen-break-mashed-164bpm.wav,950.9962158203125,512,0.05624999850988388
2,0.0002494330983608961,0.18571428954601288,-0.7317383289337158,16384,,None_f1,0.0024643782526254654,-682.9178466796875,20.525978088378906,-11.040756225585938,-3.326946258544922,-15.726716041564941,-26.032093048095703,87.0416259765625,-2.9993972778320312,12.699234008789062,-23.492647171020508,17.18437957763672,-4.272991180419922,-2.9846878051757812,194817__csum__amen-break-mashed-164bpm.wav,3583.469482421875,8192,0.1614990234375
3,0.0002494330983608961,0.18571428954601288,-0.7317383289337158,16384,,None_f1,0.0024643782526254654,-682.9178466796875,20.525978088378906,-11.040756225585938,-3.326946258544922,-15.726716041564941,-26.032093048095703,87.0416259765625,-2.9993972778320312,12.699234008789062,-23.492647171020508,17.18437957763672,-4.272991180419922,-2.9846878051757812,194817__csum__amen-break-mashed-164bpm.wav,3583.469482421875,8192,0.1614990234375
4,0.0,0.0,-5.0,24576,,None_f2,0.00428939750418067,-619.2647094726562,80.22819519042969,4.59442138671875,5.91273307800293,-12.20977783203125,-46.722251892089844,55.87614440917969,-10.73664665222168,19.028648376464844,-14.272859573364258,6.943010330200195,-9.194095611572266,9.05267333984375,194817__csum__amen-break-mashed-164bpm.wav,2609.977783203125,16384,0.1312255859375
5,0.0,0.0,-5.0,24576,,None_f2,0.00428939750418067,-619.2647094726562,80.22819519042969,4.59442138671875,5.91273307800293,-12.20977783203125,-46.722251892089844,55.87614440917969,-10.73664665222168,19.028648376464844,-14.272859573364258,6.943010330200195,-9.194095611572266,9.05267333984375,194817__csum__amen-break-mashed-164bpm.wav,2609.977783203125,16384,0.1312255859375
6,0.0001360544265480712,0.08596371859312057,-1.0663727521896362,28671,,None_f3,0.0038065381813794374,-637.2425537109375,32.94620132446289,-17.39197540283203,-6.567953109741211,-18.390748977661133,-25.722684860229492,64.12181854248047,-3.3307857513427734,-8.191970825195312,-26.165210723876953,13.253982543945312,-8.355798721313477,-5.828327178955078,194817__csum__amen-break-mashed-164bpm.wav,2322.358642578125,24576,0.134521484375
7,0.0001360544265480712,0.08596371859312057,-1.0663727521896362,28671,,None_f3,0.0038065381813794374,-637.2425537109375,32.94620132446289,-17.39197540283203,-6.567953109741211,-18.390748977661133,-25.722684860229492,64.12181854248047,-3.3307857513427734,-8.191970825195312,-26.165210723876953,13.253982543945312,-8.355798721313477,-5.828327178955078,194817__csum__amen-break-mashed-164bpm.wav,2322.358642578125,24576,0.134521484375
8,0.0,0.005215419456362724,-2.2827107906341553,33280,,None_f4,0.006400589105105452,-605.7595825195312,50.53759002685547,-5.448513031005859,1.7151012420654297,-22.073684692382812,-43.18669891357422,60.27458190917969,-13.425003051757812,8.654546737670898,-25.82134246826172,10.491754531860352,-4.209463119506836,8.570589065551758,194817__csum__amen-break-mashed-164bpm.wav,2057.865478515625,28671,0.1288503259420395
9,0.0,0.005215419456362724,-2.2827107906341553,33280,,None_f4,0.006400589105105452,-605.7595825195312,50.53759002685547,-5.448513031005859,1.7151012420654297,-22.073684692382812,-43.18669891357422,60.27458190917969,-13.425003051757812,8.654546737670898,-25.82134246826172,10.491754531860352,-4.209463119506836,8.570589065551758,194817__csum__amen-break-mashed-164bpm.wav,2057.865478515625,28671,0.1288503259420395
10,0.0,0.0003174603043589741,-3.4983105659484863,40960,,None_f5,0.012194145719210308,-685.8637084960938,129.7681427001953,-7.170635223388672,-2.7231826782226562,-1.9084014892578125,34.36985397338867,102.06048583984375,10.425037384033203,24.615192413330078,-3.8708457946777344,35.28645324707031,5.1334991455078125,2.3740768432617188,194817__csum__amen-break-mashed-164bpm.wav,499.5572814941406,33280,0.01627604104578495
11,0.0,0.0003174603043589741,-3.4983105659484863,40960,,None_f5,0.012194145719210308,-685.8637084960938,129.7681427001953,-7.170635223388672,-2.7231826782226562,-1.9084014892578125,34.36985397338867,102.06048583984375,10.425037384033203,24.615192413330078,-3.8708457946777344,35.28645324707031,5.1334991455078125,2.3740768432617188,194817__csum__amen-break-mashed-164bpm.wav,499.5572814941406,33280,0.01627604104578495
12,0.005510204005986452,0.006689342204481363,-2.9284353256225586,48640,,None_f6,0.00957086185614268,-686.448486328125,95.46430206298828,2.8702735900878906,5.388851165771484,-8.251867294311523,21.034912109375,104.5862045288086,16.608627319335938,29.699785232543945,-3.5509719848632812,29.574268341064453,1.0979537963867188,7.733280181884766,194817__csum__amen-break-mashed-164bpm.wav,685.0538940429688,40960,0.03007812425494194
13,0.005510204005986452,0.006689342204481363,-2.9284353256225586,48640,,None_f6,0.00957086185614268,-686.448486328125,95.46430206298828,2.8702735900878906,5.388851165771484,-8.251867294311523,21.034912109375,104.5862045288086,16.608627319335938,29.699785232543945,-3.5509719848632812,29.574268341064453,1.0979537963867188,7.733280181884766,194817__csum__amen-break-mashed-164bpm.wav,685.0538940429688,40960,0.03007812425494194
14,6.80272132740356e-05,0.0004081632650922984,-3.4683473110198975,56832,,None_f7,0.003902384778484702,-623.2943725585938,71.2308349609375,-5.3850555419921875,0.44602203369140625,-10.910636901855469,-48.8383903503418,61.21853256225586,-16.55048942565918,24.31036376953125,-10.660543441772461,12.927545547485352,-12.925100326538086,-1.0370712280273438,194817__csum__amen-break-mashed-164bpm.wav,2918.6982421875,48640,0.1412353515625
