,attack_start,attack_stop,attack_time,end_sample,freesound_id,id,loudness,mfcc_0,mfcc_1,mfcc_10,mfcc_11,mfcc_12,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,path,pitch,spec_centroid,start_sample,zero_crossing
0,0.0,0.008072562515735626,-2.0929884910583496,6656,181425,181425_f0,0.0019451119005680084,-888.8999633789062,212.88818359375,-45.90750503540039,-22.084487915039062,-9.74521255493164,20.105621337890625,-11.433452606201172,4.426239013671875,-9.683784484863281,-20.456039428710938,-16.069976806640625,-7.120948791503906,-26.507179260253906,files/181425_1823830-hq.ogg,46.0,298.7355041503906,512,0.010904948227107525
1,0.0,0.008072562515735626,-2.0929884910583496,6656,181425,181425_f0,0.0019451119005680084,-888.8999633789062,212.88818359375,-45.90750503540039,-22.084487915039062,-9.74521255493164,20.105621337890625,-11.433452606201172,4.426239013671875,-9.683784484863281,-20.456039428710938,-16.069976806640625,-7.120948791503906,-26.507179260253906,files/181425_1823830-hq.ogg,46.0,298.7355041503906,512,0.010904948227107525
2,0.0012018140405416489,0.0021768708247691393,-3.010970115661621,8704,181425,181425_f1,0.002490873448550701,-789.9221801757812,209.12217712402344,-40.11585235595703,-6.447380065917969,8.62679672241211,13.848896026611328,9.370441436767578,-18.55657958984375,-8.060585021972656,-9.730195999145508,-8.399349212646484,-21.80104637145996,-22.915996551513672,files/181425_1823830-hq.ogg,0.0,368.7065734863281,6656,0.01416015625
3,0.0012018140405416489,0.0021768708247691393,-3.010970115661621,8704,181425,181425_f1,0.002490873448550701,-789.9221801757812,209.12217712402344,-40.11585235595703,-6.447380065917969,8.62679672241211,13.848896026611328,9.370441436767578,-18.55657958984375,-8.060585021972656,-9.730195999145508,-8.399349212646484,-21.80104637145996,-22.915996551513672,files/181425_1823830-hq.ogg,0.0,368.7065734863281,6656,0.01416015625
4,0.008253968320786953,0.02124716527760029,-1.8862839937210083,23551,203648,203648_f0,0.0013603978686862522,-835.67724609375,171.70877075195312,-36.314781188964844,-3.4319839477539062,-9.570018768310547,-97.41140747070312,-54.265052795410156,-13.929790496826172,-8.592254638671875,-12.619049072265625,-39.639678955078125,-22.04497528076172,-29.31371307373047,files/203648_3661618-hq.ogg,61.0,1110.468994140625,512,0.04804687574505806
5,0.008253968320786953,0.02124716527760029,-1.8862839937210083,23551,203648,203648_f0,0.0013603978686862522,-835.67724609375,171.70877075195312,-36.314781188964844,-3.4319839477539062,-9.570018768310547,-97.41140747070312,-54.265052795410156,-13.929790496826172,-8.592254638671875,-12.619049072265625,-39.639678955078125,-22.04497528076172,-29.31371307373047,files/203648_3661618-hq.ogg,61.0,1110.468994140625,512,0.04804687574505806
6,0.01369614526629448,0.03095238097012043,-1.7630538940429688,40960,203648,203648_f1,0.0021127793927222817,-796.427001953125,179.89083862304688,-37.43349075317383,-0.5373153686523438,0.09397125244140625,-126.15928649902344,-52.06183624267578,-16.15218734741211,-40.71406173706055,-28.551734924316406,-29.718063354492188,-8.229911804199219,-20.725860595703125,files/203648_3661618-hq.ogg,62.0,1344.7664794921875,23551,0.05674899369478226
7,0.01369614526629448,0.03095238097012043,-1.7630538940429688,40960,203648,203648_f1,0.0021127793927222817,-796.427001953125,179.89083862304688,-37.43349075317383,-0.5373153686523438,0.09397125244140625,-126.15928649902344,-52.06183624267578,-16.15218734741211,-40.71406173706055,-28.551734924316406,-29.718063354492188,-8.229911804199219,-20.725860595703125,files/203648_3661618-hq.ogg,62.0,1344.7664794921875,23551,0.05674899369478226
8,0.12684807181358337,0.13321995735168457,-2.1957321166992188,18432,124003,124003_f0,0.0006016752518275205,-884.7603759765625,128.803955078125,1.4562187194824219,-8.27017593383789,-7.153465270996094,12.053375244140625,66.94389343261719,15.596233367919922,20.18463897705078,12.153373718261719,-20.925418853759766,-36.921810150146484,-18.881488800048828,files/124003_25508-hq.ogg,62.0,622.875244140625,1024,0.04124540463089943
9,0.12684807181358337,0.13321995735168457,-2.1957321166992188,18432,124003,124003_f0,0.0006016752518275205,-884.7603759765625,128.803955078125,1.4562187194824219,-8.27017593383789,-7.153465270996094,12.053375244140625,66.94389343261719,15.596233367919922,20.18463897705078,12.153373718261719,-20.925418853759766,-36.921810150146484,-18.881488800048828,files/124003_25508-hq.ogg,62.0,622.875244140625,1024,0.04124540463089943
